"TOA5","MAT06_GHBLK1_CR1000_8","CR1000","40166","CR1000.Std.28","CPU:GH_Soilmo_temp_ver-1-2018-06-10.CR1","49837","Table1"
"TIMESTAMP","RECORD","Air_3M_Avg","RH","GH_Air_Avg","GH_RH","CT1_10cm_Avg","CT2_10cm_Avg","CT3_10cm_Avg","GH1_10cm_Avg","GH2_10cm_Avg","GH3_10cm_Avg","CT1_10cm_VW","CT1_10cm_PA_uS","CT2_10cm_VW","CT2_10cm_PA_uS","CT3_10cm_VW","CT3_10cm_PA_uS","GH1_10cm_VW","GH1_10cm_PA_uS","GH2_10cm_VW","GH2_10cm_PA_uS","GH3_10cm_VW","GH3_10cm_PA_uS","BattV_Min"
"TS","RN","Deg C","%","Deg C","%","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","Volts"
"","","Avg","Smp","Avg","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Min"
"2022-06-06 07:00:00",30633,-3.267,93,-2.894,90,0.04,-0.287,-0.122,-0.025,-0.161,-0.529,0.098,20.48,0.214,25,0.065,18.93,0.123,21.55,0.084,19.82,0.253,26.31,12.83
"2022-06-06 08:00:00",30634,-2.227,89,-1.694,84.9,0.162,-0.29,-0.118,-0.032,-0.16,-0.535,0.099,20.49,0.213,24.98,0.066,18.95,0.123,21.55,0.084,19.84,0.253,26.31,12.99
"2022-06-06 09:00:00",30635,-1.068,81.1,-0.363,76.37,0.38,-0.286,-0.116,-0.024,-0.164,-0.525,0.099,20.51,0.213,24.98,0.066,18.95,0.124,21.59,0.085,19.86,0.253,26.31,13.32
"2022-06-06 10:00:00",30636,0.565,78.16,1.331,75.35,0.695,-0.283,-0.11,-0.028,-0.159,-0.53,0.099,20.52,0.214,25,0.066,18.96,0.124,21.59,0.085,19.86,0.252,26.3,14.16
"2022-06-06 11:00:00",30637,1.881,71.22,2.274,68.78,1.061,-0.282,-0.115,-0.022,-0.161,-0.524,0.1,20.58,0.214,25,0.066,18.95,0.124,21.61,0.085,19.87,0.252,26.29,14.13
"2022-06-06 12:00:00",30638,3.471,68.07,3.693,67.48,1.436,-0.278,-0.111,-0.024,-0.153,-0.527,0.101,20.59,0.214,25,0.066,18.96,0.125,21.63,0.085,19.87,0.251,26.27,14.14
"2022-06-06 13:00:00",30639,4.584,64.83,4.992,65,1.768,-0.279,-0.113,-0.027,-0.154,-0.524,0.102,20.63,0.215,25.04,0.066,18.96,0.125,21.65,0.085,19.87,0.251,26.27,14.08
"2022-06-06 14:00:00",30640,5.073,65.15,5.646,63.5,2.039,-0.275,-0.107,-0.027,-0.154,-0.52,0.103,20.67,0.215,25.04,0.066,18.98,0.125,21.62,0.085,19.87,0.251,26.26,14.06
"2022-06-06 15:00:00",30641,4.597,68.35,5.195,65.99,2.224,-0.276,-0.108,-0.029,-0.155,-0.522,0.103,20.68,0.216,25.07,0.066,18.99,0.125,21.63,0.085,19.88,0.251,26.25,14.07
"2022-06-06 16:00:00",30642,4.046,70.79,4.721,67.77,2.293,-0.277,-0.114,-0.033,-0.161,-0.524,0.103,20.71,0.216,25.08,0.066,18.98,0.125,21.63,0.085,19.88,0.251,26.25,14.09
"2022-06-06 17:00:00",30643,3.091,76.8,3.604,75.6,2.216,-0.277,-0.114,-0.03,-0.155,-0.529,0.104,20.72,0.216,25.09,0.066,18.99,0.125,21.62,0.085,19.88,0.25,26.23,14.15
"2022-06-06 18:00:00",30644,0.855,83.5,1.068,82.4,2.004,-0.279,-0.115,-0.04,-0.162,-0.53,0.104,20.72,0.216,25.09,0.066,18.96,0.125,21.62,0.085,19.87,0.25,26.22,12.89
"2022-06-06 19:00:00",30645,-0.169,88.1,-0.122,87.3,1.736,-0.277,-0.114,-0.04,-0.165,-0.529,0.104,20.72,0.217,25.11,0.066,18.96,0.125,21.62,0.085,19.88,0.25,26.22,12.84
"2022-06-06 20:00:00",30646,-0.722,91.7,-0.636,91.6,1.461,-0.278,-0.113,-0.036,-0.162,-0.522,0.102,20.66,0.217,25.12,0.066,18.96,0.124,21.59,0.085,19.87,0.25,26.22,12.79
"2022-06-06 21:00:00",30647,-1.36,92.7,-1.351,92.5,1.176,-0.286,-0.114,-0.036,-0.16,-0.533,0.102,20.64,0.217,25.11,0.066,18.96,0.123,21.55,0.085,19.87,0.249,26.2,12.74
"2022-06-06 22:00:00",30648,-2.864,97.3,-2.868,96.7,0.921,-0.282,-0.12,-0.042,-0.156,-0.532,0.102,20.63,0.217,25.11,0.066,18.95,0.122,21.51,0.085,19.87,0.249,26.19,12.72
"2022-06-06 23:00:00",30649,-3.983,95.1,-4.038,95.4,0.687,-0.284,-0.118,-0.041,-0.161,-0.526,0.101,20.6,0.216,25.09,0.066,18.95,0.121,21.47,0.085,19.86,0.248,26.16,12.69
"2022-06-07 00:00:00",30650,-4.561,94.6,-4.623,95,0.482,-0.284,-0.115,-0.04,-0.159,-0.529,0.1,20.58,0.216,25.09,0.066,18.95,0.12,21.43,0.085,19.86,0.248,26.15,12.68
"2022-06-07 01:00:00",30651,-4.795,94.8,-4.85,94.9,0.312,-0.286,-0.12,-0.049,-0.158,-0.535,0.1,20.55,0.216,25.08,0.066,18.95,0.119,21.38,0.084,19.82,0.247,26.12,12.67
"2022-06-07 02:00:00",30652,-4.661,94.9,-4.654,95.2,0.189,-0.289,-0.122,-0.051,-0.158,-0.535,0.1,20.53,0.215,25.05,0.066,18.95,0.118,21.34,0.083,19.8,0.246,26.1,12.66
"2022-06-07 03:00:00",30653,-4.377,94.8,-4.423,95.3,0.102,-0.291,-0.122,-0.051,-0.158,-0.53,0.099,20.51,0.215,25.04,0.065,18.93,0.117,21.31,0.083,19.79,0.245,26.07,12.66
"2022-06-07 04:00:00",30654,-4.374,94.6,-4.392,95,0.044,-0.289,-0.121,-0.051,-0.158,-0.521,0.099,20.49,0.214,25.02,0.065,18.93,0.116,21.27,0.083,19.79,0.244,26.04,12.66
"2022-06-07 05:00:00",30655,-4.272,94.5,-4.254,94.8,0.009,-0.288,-0.119,-0.05,-0.158,-0.517,0.099,20.49,0.214,25.01,0.065,18.93,0.115,21.23,0.083,19.79,0.244,26.03,12.7
"2022-06-07 06:00:00",30656,-3.9,94.5,-3.855,94.7,-0.006,-0.288,-0.119,-0.048,-0.154,-0.519,0.098,20.48,0.214,25,0.065,18.93,0.115,21.21,0.083,19.78,0.244,26.01,12.76
"2022-06-07 07:00:00",30657,-2.949,94.4,-2.821,91.6,0.001,-0.288,-0.119,-0.044,-0.155,-0.521,0.098,20.47,0.213,24.98,0.065,18.93,0.115,21.21,0.083,19.79,0.243,26,12.84
"2022-06-07 08:00:00",30658,-2.122,92.3,-1.822,88.7,0.067,-0.289,-0.122,-0.05,-0.157,-0.516,0.098,20.48,0.212,24.96,0.066,18.95,0.116,21.24,0.084,19.82,0.243,25.99,13.03
"2022-06-07 09:00:00",30659,-1.335,86.3,-0.924,80.3,0.232,-0.286,-0.116,-0.045,-0.156,-0.521,0.098,20.48,0.212,24.94,0.066,18.95,0.116,21.27,0.084,19.84,0.243,25.99,13.34
"2022-06-07 10:00:00",30660,0,74.8,0.535,73.23,0.544,-0.286,-0.113,-0.048,-0.154,-0.514,0.099,20.51,0.212,24.93,0.066,18.95,0.115,21.23,0.085,19.87,0.242,25.97,14.2
"2022-06-07 11:00:00",30661,1.132,72.4,1.475,71.17,0.934,-0.288,-0.114,-0.056,-0.155,-0.52,0.1,20.55,0.211,24.92,0.066,18.96,0.115,21.23,0.085,19.86,0.241,25.95,14.2
"2022-06-07 12:00:00",30662,2.063,71.31,2.375,69.15,1.332,-0.288,-0.114,-0.055,-0.148,-0.52,0.101,20.59,0.212,24.93,0.066,18.96,0.115,21.23,0.085,19.86,0.241,25.93,14.18
"2022-06-07 13:00:00",30663,2.37,71.56,2.935,68.55,1.652,-0.287,-0.112,-0.055,-0.144,-0.517,0.101,20.6,0.212,24.93,0.066,18.96,0.115,21.21,0.085,19.87,0.241,25.92,14.18
"2022-06-07 14:00:00",30664,2.428,69.57,2.933,68.07,1.87,-0.282,-0.109,-0.052,-0.148,-0.51,0.102,20.63,0.212,24.93,0.066,18.96,0.115,21.2,0.085,19.87,0.24,25.89,14.15
"2022-06-07 15:00:00",30665,1.625,72.95,2.181,70.14,1.985,-0.288,-0.111,-0.06,-0.147,-0.519,0.102,20.63,0.212,24.93,0.066,18.96,0.115,21.2,0.085,19.87,0.239,25.88,14.17
"2022-06-07 16:00:00",30666,1.324,74.12,1.84,72.99,2.042,-0.286,-0.114,-0.056,-0.144,-0.52,0.102,20.63,0.212,24.94,0.066,18.96,0.115,21.2,0.085,19.87,0.239,25.85,14.2
"2022-06-07 17:00:00",30667,0.297,76.54,0.614,75,1.958,-0.286,-0.112,-0.059,-0.154,-0.519,0.102,20.64,0.212,24.93,0.066,18.96,0.114,21.17,0.085,19.87,0.238,25.84,14.21
"2022-06-07 18:00:00",30668,-0.075,84.2,0.386,82.3,1.83,-0.285,-0.104,-0.06,-0.149,-0.514,0.102,20.64,0.212,24.94,0.066,18.96,0.113,21.15,0.085,19.87,0.237,25.81,13.6
"2022-06-07 19:00:00",30669,-1.338,83.8,-1.137,83.2,1.621,-0.29,-0.114,-0.061,-0.153,-0.522,0.102,20.63,0.212,24.94,0.066,18.96,0.113,21.13,0.085,19.86,0.237,25.81,12.86
"2022-06-07 20:00:00",30670,-1.997,86.3,-1.903,85.9,1.373,-0.288,-0.113,-0.069,-0.16,-0.518,0.101,20.62,0.212,24.93,0.066,18.96,0.113,21.12,0.084,19.84,0.237,25.78,12.8
"2022-06-07 21:00:00",30671,-3.248,89.5,-3.245,89.6,1.114,-0.293,-0.12,-0.064,-0.151,-0.518,0.101,20.62,0.212,24.93,0.066,18.95,0.112,21.09,0.085,19.86,0.236,25.76,12.75
"2022-06-07 22:00:00",30672,-3.92,94,-3.959,94.4,0.854,-0.29,-0.116,-0.062,-0.151,-0.522,0.101,20.59,0.211,24.9,0.066,18.95,0.112,21.08,0.084,19.84,0.235,25.74,12.72
"2022-06-07 23:00:00",30673,-4.334,95.3,-4.385,95.2,0.613,-0.288,-0.118,-0.065,-0.152,-0.517,0.1,20.58,0.211,24.89,0.066,18.96,0.111,21.02,0.084,19.83,0.235,25.72,12.69
"2022-06-08 00:00:00",30674,-5.024,94.4,-5.144,95.1,0.4,-0.299,-0.128,-0.069,-0.157,-0.516,0.1,20.55,0.21,24.86,0.066,18.95,0.11,20.98,0.084,19.82,0.233,25.68,12.67
"2022-06-08 01:00:00",30675,-5.518,93.5,-5.62,94.3,0.242,-0.301,-0.127,-0.069,-0.156,-0.514,0.1,20.53,0.209,24.85,0.066,18.95,0.109,20.94,0.083,19.76,0.233,25.65,12.66
"2022-06-08 02:00:00",30676,-6.085,93.3,-6.208,93.6,0.128,-0.294,-0.12,-0.062,-0.151,-0.514,0.099,20.51,0.209,24.82,0.066,18.95,0.108,20.89,0.082,19.75,0.232,25.62,12.65
"2022-06-08 03:00:00",30677,-6.01,93.1,-6.058,93.9,0.051,-0.297,-0.127,-0.065,-0.154,-0.516,0.099,20.49,0.208,24.81,0.066,18.95,0.106,20.83,0.082,19.73,0.231,25.58,12.66
"2022-06-08 04:00:00",30678,-5.345,93.5,-5.381,94.4,0.008,-0.295,-0.127,-0.064,-0.15,-0.509,0.098,20.48,0.207,24.78,0.066,18.95,0.105,20.78,0.082,19.72,0.23,25.55,12.66
"2022-06-08 05:00:00",30679,-4.47,93.4,-4.318,93.3,-0.019,-0.298,-0.128,-0.07,-0.149,-0.515,0.098,20.47,0.207,24.77,0.065,18.93,0.104,20.75,0.082,19.72,0.229,25.53,12.7
"2022-06-08 06:00:00",30680,-4.227,93.8,-3.993,92.2,-0.032,-0.299,-0.133,-0.074,-0.151,-0.516,0.098,20.45,0.207,24.75,0.065,18.92,0.104,20.72,0.082,19.72,0.228,25.5,12.76
"2022-06-08 07:00:00",30681,-3.527,92.2,-3.336,90.4,-0.024,-0.3,-0.138,-0.074,-0.149,-0.51,0.097,20.44,0.206,24.74,0.065,18.93,0.103,20.71,0.082,19.73,0.228,25.5,12.84
"2022-06-08 08:00:00",30682,-2.41,87.7,-2.056,80.8,0.013,-0.298,-0.144,-0.07,-0.154,-0.513,0.098,20.45,0.206,24.73,0.065,18.93,0.104,20.72,0.082,19.75,0.228,25.49,13
"2022-06-08 09:00:00",30683,-1.201,78.05,-0.341,74.56,0.104,-0.297,-0.136,-0.075,-0.151,-0.508,0.097,20.44,0.206,24.73,0.066,18.95,0.105,20.79,0.083,19.78,0.227,25.46,13.25
"2022-06-08 10:00:00",30684,-0.32,76.6,0.204,74.06,0.346,-0.298,-0.138,-0.072,-0.153,-0.513,0.098,20.47,0.206,24.71,0.066,18.95,0.107,20.85,0.084,19.82,0.227,25.44,14.21
"2022-06-08 11:00:00",30685,0.871,74.43,1.323,73.02,0.743,-0.29,-0.133,-0.075,-0.143,-0.505,0.099,20.49,0.205,24.7,0.066,18.95,0.108,20.89,0.084,19.84,0.226,25.42,14.15
"2022-06-08 12:00:00",30686,1.193,70.79,1.632,69.39,1.168,-0.293,-0.133,-0.077,-0.143,-0.507,0.099,20.52,0.206,24.71,0.066,18.95,0.108,20.93,0.084,19.84,0.225,25.38,14.19
"2022-06-08 13:00:00",30687,1.504,67.61,2.175,62.71,1.566,-0.292,-0.128,-0.078,-0.143,-0.503,0.1,20.55,0.206,24.71,0.066,18.95,0.11,20.98,0.084,19.84,0.223,25.34,14.18
"2022-06-08 14:00:00",30688,2.334,66.7,3.069,63.96,1.877,-0.29,-0.117,-0.077,-0.142,-0.504,0.1,20.56,0.206,24.73,0.066,18.95,0.11,21.01,0.085,19.86,0.223,25.31,14.15
"2022-06-08 15:00:00",30689,2.262,71.28,2.931,68.37,2.103,-0.294,-0.12,-0.083,-0.141,-0.508,0.1,20.58,0.206,24.74,0.066,18.96,0.111,21.05,0.084,19.84,0.222,25.28,14.14
"2022-06-08 16:00:00",30690,1.085,72.13,1.743,69.56,2.207,-0.293,-0.118,-0.085,-0.146,-0.506,0.101,20.59,0.206,24.74,0.066,18.96,0.112,21.06,0.084,19.84,0.221,25.24,14.14
"2022-06-08 17:00:00",30691,1.341,71.45,2.1,69.39,2.205,-0.288,-0.114,-0.089,-0.143,-0.506,0.101,20.59,0.207,24.75,0.066,18.95,0.111,21.02,0.084,19.84,0.22,25.21,14.19
"2022-06-08 18:00:00",30692,0.656,73.32,1.238,71.13,2.037,-0.297,-0.118,-0.091,-0.144,-0.515,0.101,20.59,0.207,24.77,0.066,18.95,0.111,21.02,0.084,19.84,0.22,25.21,12.89
"2022-06-08 19:00:00",30693,-0.269,76.84,0.183,74.99,1.763,-0.295,-0.12,-0.087,-0.147,-0.511,0.1,20.58,0.207,24.77,0.066,18.95,0.111,21.02,0.084,19.84,0.219,25.19,12.83
"2022-06-08 20:00:00",30694,-1.919,87.4,-1.688,86.1,1.435,-0.305,-0.126,-0.093,-0.152,-0.517,0.1,20.56,0.207,24.77,0.066,18.95,0.11,21,0.084,19.83,0.218,25.16,12.78
"2022-06-08 21:00:00",30695,-2.836,90.4,-2.472,89.1,1.105,-0.299,-0.126,-0.094,-0.149,-0.509,0.1,20.55,0.207,24.75,0.066,18.95,0.109,20.97,0.084,19.82,0.218,25.13,12.76
"2022-06-08 22:00:00",30696,-3.604,95,-3.54,94.7,0.809,-0.301,-0.136,-0.097,-0.147,-0.507,0.1,20.53,0.207,24.75,0.066,18.95,0.108,20.93,0.084,19.82,0.217,25.12,12.72
"2022-06-08 23:00:00",30697,-4.573,95.6,-4.653,95.6,0.549,-0.305,-0.132,-0.093,-0.146,-0.514,0.099,20.52,0.206,24.74,0.065,18.93,0.108,20.9,0.083,19.8,0.216,25.09,12.69
"2022-06-09 00:00:00",30698,-5.437,93.1,-5.589,93.7,0.346,-0.306,-0.144,-0.095,-0.152,-0.515,0.099,20.51,0.206,24.71,0.066,18.95,0.107,20.87,0.083,19.76,0.215,25.05,12.68
"2022-06-09 01:00:00",30699,-6.1,94.3,-6.346,94.6,0.183,-0.302,-0.142,-0.098,-0.153,-0.512,0.099,20.49,0.205,24.7,0.065,18.93,0.106,20.82,0.082,19.73,0.214,25.01,12.66
"2022-06-09 02:00:00",30700,-4.232,93.2,-4.337,93.7,0.082,-0.3,-0.14,-0.091,-0.145,-0.506,0.098,20.48,0.204,24.64,0.065,18.92,0.104,20.75,0.082,19.72,0.213,24.98,12.67
"2022-06-09 03:00:00",30701,-4.148,93.6,-4.158,91.5,0.01,-0.309,-0.147,-0.097,-0.149,-0.512,0.098,20.45,0.202,24.59,0.065,18.92,0.102,20.66,0.081,19.71,0.212,24.94,12.68
"2022-06-09 04:00:00",30702,-2.377,88.8,-2.025,78.86,-0.011,-0.303,-0.145,-0.095,-0.147,-0.505,0.098,20.45,0.201,24.56,0.065,18.91,0.102,20.63,0.082,19.72,0.211,24.92,12.7
"2022-06-09 05:00:00",30703,-1.289,77.73,-0.449,70.49,-0.032,-0.305,-0.15,-0.096,-0.146,-0.504,0.097,20.43,0.201,24.55,0.065,18.91,0.101,20.62,0.081,19.71,0.211,24.89,12.72
"2022-06-09 06:00:00",30704,-0.192,58.38,0.854,55.47,-0.026,-0.306,-0.156,-0.099,-0.148,-0.505,0.097,20.44,0.201,24.55,0.065,18.91,0.101,20.59,0.082,19.72,0.21,24.86,12.74
"2022-06-09 07:00:00",30705,0.671,59.81,1.339,58.47,-0.007,-0.303,-0.156,-0.102,-0.151,-0.505,0.097,20.43,0.201,24.56,0.065,18.92,0.1,20.58,0.082,19.73,0.209,24.85,12.77
"2022-06-09 08:00:00",30706,1.624,57.06,2.376,53.77,0.06,-0.306,-0.154,-0.104,-0.148,-0.503,0.097,20.41,0.201,24.56,0.065,18.91,0.101,20.59,0.083,19.78,0.209,24.83,12.88
"2022-06-09 09:00:00",30707,2.616,48.34,3.331,47.31,0.227,-0.307,-0.149,-0.101,-0.146,-0.5,0.097,20.41,0.201,24.55,0.065,18.92,0.103,20.68,0.083,19.8,0.209,24.82,13.01
"2022-06-09 10:00:00",30708,2.865,48.61,3.07,48.48,0.539,-0.306,-0.15,-0.104,-0.15,-0.499,0.097,20.43,0.201,24.55,0.065,18.92,0.104,20.72,0.084,19.83,0.208,24.79,13.15
"2022-06-09 11:00:00",30709,3.052,48.75,3.164,48.41,0.954,-0.313,-0.152,-0.105,-0.149,-0.506,0.098,20.45,0.201,24.56,0.065,18.92,0.104,20.74,0.084,19.83,0.207,24.77,14.08
"2022-06-09 12:00:00",30710,2.81,50.31,2.918,49.72,1.357,-0.313,-0.148,-0.109,-0.148,-0.506,0.098,20.47,0.201,24.56,0.065,18.93,0.104,20.74,0.084,19.83,0.206,24.74,14.17
"2022-06-09 13:00:00",30711,2.902,51.78,2.996,51.16,1.66,-0.31,-0.144,-0.114,-0.146,-0.504,0.099,20.49,0.202,24.58,0.065,18.93,0.104,20.74,0.084,19.83,0.206,24.71,14.16
"2022-06-09 14:00:00",30712,3.693,51.42,4.004,50.94,1.932,-0.299,-0.133,-0.109,-0.142,-0.499,0.099,20.51,0.202,24.6,0.065,18.93,0.105,20.77,0.084,19.84,0.205,24.69,14.14
"2022-06-09 15:00:00",30713,4.486,49.53,4.69,48.67,2.133,-0.295,-0.127,-0.104,-0.137,-0.499,0.099,20.52,0.203,24.62,0.065,18.93,0.104,20.75,0.085,19.86,0.203,24.63,13.98
"2022-06-09 16:00:00",30714,4.826,49.47,4.91,48.61,2.282,-0.297,-0.124,-0.108,-0.137,-0.501,0.1,20.55,0.203,24.62,0.065,18.93,0.105,20.78,0.084,19.84,0.202,24.6,13.59
"2022-06-09 17:00:00",30715,4.623,53.72,4.694,53.48,2.382,-0.298,-0.12,-0.108,-0.135,-0.501,0.1,20.55,0.203,24.63,0.065,18.93,0.105,20.78,0.084,19.84,0.202,24.59,13.92
"2022-06-09 18:00:00",30716,4.107,57.39,4.092,57.74,2.343,-0.298,-0.121,-0.117,-0.14,-0.499,0.1,20.55,0.204,24.64,0.065,18.93,0.106,20.81,0.084,19.84,0.202,24.58,12.87
"2022-06-09 19:00:00",30717,3.532,59.43,3.509,60.15,2.227,-0.299,-0.12,-0.123,-0.142,-0.501,0.1,20.58,0.204,24.64,0.065,18.93,0.106,20.81,0.084,19.84,0.201,24.56,12.82
"2022-06-09 20:00:00",30718,3.04,61.87,2.944,61.81,2.05,-0.301,-0.12,-0.121,-0.14,-0.501,0.1,20.58,0.204,24.64,0.065,18.92,0.105,20.79,0.085,19.86,0.201,24.55,12.78
"2022-06-09 21:00:00",30719,2.7,57.93,2.609,58.62,1.821,-0.297,-0.117,-0.119,-0.14,-0.5,0.1,20.56,0.204,24.66,0.065,18.92,0.105,20.79,0.085,19.86,0.201,24.54,12.74
"2022-06-09 22:00:00",30720,2.321,64.91,2.167,65.32,1.569,-0.293,-0.118,-0.119,-0.143,-0.503,0.1,20.55,0.204,24.66,0.065,18.93,0.105,20.79,0.084,19.84,0.2,24.52,12.72
"2022-06-09 23:00:00",30721,0.307,79.11,0.139,79.79,1.31,-0.305,-0.123,-0.123,-0.144,-0.502,0.1,20.56,0.204,24.64,0.065,18.92,0.105,20.78,0.084,19.84,0.199,24.5,12.7
"2022-06-10 00:00:00",30722,-1.205,94.5,-1.285,94.6,1.045,-0.305,-0.13,-0.129,-0.146,-0.501,0.1,20.55,0.204,24.66,0.065,18.92,0.104,20.74,0.084,19.83,0.199,24.47,12.69
"2022-06-10 01:00:00",30723,-1.77,88.6,-1.831,89.4,0.803,-0.301,-0.131,-0.124,-0.151,-0.506,0.099,20.52,0.204,24.64,0.065,18.92,0.103,20.71,0.084,19.82,0.198,24.44,12.67
"2022-06-10 02:00:00",30724,-1.959,92.3,-2.049,92.6,0.578,-0.311,-0.14,-0.128,-0.15,-0.507,0.099,20.51,0.204,24.64,0.065,18.92,0.103,20.67,0.084,19.83,0.197,24.41,12.66
"2022-06-10 03:00:00",30725,-2.403,95.8,-2.444,95.8,0.395,-0.313,-0.14,-0.129,-0.149,-0.507,0.099,20.49,0.203,24.62,0.065,18.92,0.102,20.63,0.083,19.8,0.196,24.39,12.65
"2022-06-10 04:00:00",30726,-3.453,92.9,-3.478,93.9,0.25,-0.311,-0.144,-0.133,-0.147,-0.505,0.098,20.48,0.202,24.6,0.065,18.91,0.101,20.59,0.083,19.8,0.196,24.36,12.65
"2022-06-10 05:00:00",30727,-3.652,90.8,-3.644,92.6,0.149,-0.309,-0.153,-0.134,-0.144,-0.502,0.098,20.47,0.202,24.58,0.065,18.91,0.1,20.56,0.083,19.79,0.194,24.32,12.67
"2022-06-10 06:00:00",30728,-3.467,90.7,-3.384,91.7,0.085,-0.309,-0.154,-0.134,-0.144,-0.502,0.098,20.45,0.201,24.56,0.065,18.91,0.1,20.53,0.083,19.78,0.194,24.29,12.69
"2022-06-10 07:00:00",30729,-3.265,88.1,-3.244,89,0.041,-0.31,-0.155,-0.135,-0.145,-0.503,0.098,20.45,0.201,24.55,0.065,18.91,0.099,20.49,0.083,19.78,0.193,24.26,12.73
"2022-06-10 08:00:00",30730,-2.965,82.3,-2.691,83.1,0.007,-0.313,-0.159,-0.138,-0.149,-0.501,0.097,20.44,0.201,24.54,0.065,18.91,0.098,20.48,0.083,19.76,0.192,24.24,12.78
"2022-06-10 09:00:00",30731,-2.505,84.3,-2.358,84.1,-0.009,-0.314,-0.16,-0.135,-0.15,-0.489,0.097,20.43,0.2,24.51,0.065,18.91,0.098,20.45,0.083,19.76,0.191,24.21,12.9
"2022-06-10 10:00:00",30732,-2.146,80.6,-1.921,80.3,-0.03,-0.322,-0.167,-0.138,-0.157,-0.497,0.097,20.41,0.2,24.52,0.065,18.93,0.098,20.45,0.083,19.76,0.191,24.2,13.04
"2022-06-10 11:00:00",30733,-1.799,82.5,-1.259,82.7,-0.028,-0.323,-0.17,-0.137,-0.158,-0.499,0.097,20.41,0.202,24.59,0.065,18.92,0.099,20.49,0.083,19.78,0.191,24.21,13.15
"2022-06-10 12:00:00",30734,-1.712,90.9,-1.409,93.4,0.001,-0.323,-0.17,-0.136,-0.156,-0.499,0.097,20.41,0.205,24.69,0.065,18.93,0.101,20.59,0.083,19.79,0.194,24.32,13.32
"2022-06-10 13:00:00",30735,-1.43,84.9,-1.288,90.4,0.071,-0.322,-0.172,-0.14,-0.154,-0.499,0.097,20.43,0.208,24.79,0.066,18.96,0.104,20.75,0.083,19.8,0.201,24.55,13.81
"2022-06-10 14:00:00",30736,-1.141,91.8,-1.024,93.8,0.171,-0.322,-0.176,-0.142,-0.151,-0.499,0.097,20.43,0.211,24.9,0.066,18.96,0.119,21.36,0.084,19.83,0.211,24.92,14.72
"2022-06-10 15:00:00",30737,-0.975,89.7,-0.814,92.3,0.293,-0.32,-0.171,-0.144,-0.151,-0.499,0.097,20.43,0.213,24.97,0.066,18.96,0.119,21.38,0.085,19.86,0.234,25.69,14.33
"2022-06-10 16:00:00",30738,-0.68,89.3,-0.648,91.3,0.408,-0.306,-0.17,-0.145,-0.148,-0.499,0.097,20.43,0.214,25,0.066,18.96,0.119,21.36,0.085,19.9,0.251,26.27,13.7
"2022-06-10 17:00:00",30739,-0.956,89.5,-1.059,91.3,0.484,-0.299,-0.17,-0.148,-0.146,-0.499,0.097,20.44,0.213,24.97,0.066,18.96,0.118,21.32,0.086,19.91,0.255,26.38,13.02
"2022-06-10 18:00:00",30740,-1.013,89.9,-1.074,90.9,0.517,-0.296,-0.17,-0.15,-0.152,-0.499,0.097,20.43,0.213,24.97,0.066,18.96,0.117,21.29,0.086,19.91,0.256,26.44,13
"2022-06-10 19:00:00",30741,-1.419,92.8,-1.483,94.4,0.49,-0.296,-0.169,-0.15,-0.155,-0.498,0.097,20.43,0.212,24.96,0.066,18.96,0.116,21.27,0.085,19.88,0.258,26.49,12.87
"2022-06-10 20:00:00",30742,-1.985,94.7,-2.07,95,0.425,-0.294,-0.162,-0.143,-0.152,-0.497,0.097,20.43,0.212,24.93,0.066,18.95,0.116,21.24,0.085,19.87,0.258,26.5,12.8
"2022-06-10 21:00:00",30743,-2.526,91.8,-2.628,93.2,0.333,-0.295,-0.162,-0.142,-0.149,-0.507,0.097,20.43,0.211,24.9,0.066,18.95,0.115,21.2,0.085,19.87,0.259,26.52,12.75
"2022-06-10 22:00:00",30744,-3.013,96.3,-3.075,96.2,0.234,-0.292,-0.17,-0.149,-0.147,-0.505,0.097,20.43,0.211,24.89,0.066,18.95,0.113,21.15,0.085,19.86,0.259,26.52,12.71
"2022-06-10 23:00:00",30745,-3.447,95.9,-3.496,95.9,0.145,-0.296,-0.172,-0.152,-0.144,-0.502,0.097,20.41,0.21,24.86,0.065,18.93,0.113,21.1,0.084,19.83,0.258,26.5,12.68
"2022-06-11 00:00:00",30746,-3.706,95.8,-3.692,95.8,0.076,-0.295,-0.168,-0.149,-0.142,-0.498,0.097,20.41,0.209,24.82,0.065,18.93,0.112,21.08,0.084,19.83,0.258,26.5,12.66
"2022-06-11 01:00:00",30747,-3.794,95.8,-3.794,95.7,0.022,-0.301,-0.168,-0.148,-0.145,-0.497,0.096,20.4,0.208,24.79,0.065,18.93,0.111,21.04,0.084,19.82,0.258,26.49,12.64
"2022-06-11 02:00:00",30748,-3.536,95.3,-3.528,95.5,-0.012,-0.303,-0.168,-0.148,-0.145,-0.497,0.097,20.41,0.207,24.78,0.065,18.93,0.11,21,0.084,19.82,0.258,26.48,12.65
"2022-06-11 03:00:00",30749,-3.465,95.4,-3.437,95.4,-0.037,-0.303,-0.168,-0.149,-0.142,-0.497,0.097,20.41,0.207,24.75,0.065,18.93,0.109,20.97,0.083,19.79,0.258,26.48,12.64
